GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments
1000031,1786,Northwest Regional MSW Landfill,AZ,,19401 W. Deer Valley Road,Surprise,Maricopa,85387,33.678,-112.481,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1983,2123,Open,792,133.3,,127,"149,489,019","20,117,184",2018,"1,009,129",2018,No,Not used,No,3.6,Yes,2.445,2018,51.4,Yes,1,,,"9/10-28 wells over 113 acres, system installed in 2005, 1 enclosed flare.; 2012-48 wells, system capacity=2800 acfm."
1003611,1771,Painted Desert Landfill,AZ,Pen-Rob Landfill,9001 N. Porter Avenue,Joseph City,Navajo,86032,34.998,-110.3347,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1984,2298,Open,275,65,,,"34,322,837","3,345,788",2018,"116,473",2018,No,Not used,No,0.953,Yes,0.162,2018,40.3,Yes,1,0.162,2018,"2012-10 wells, system capacity=650 acfm."
,1789,Rio Rico MSW Landfill,AZ,,1500 W. Frontage Road,Rio Rico,Santa Cruz,85648,31.5194,-111.0186,No,Public,"Santa Cruz County, AZ","Santa Cruz County, AZ",1981,2041,Open,25,25,,188,"1,929,119","1,042,941",2011,"49,000",2018,Unknown,Not used,No,,Yes,0.36,2017,30,Yes,1,0.36,2017,"10/07-13 vertical perimeter wells & 2 interior wells connected to a flare station, 20% CH4 at flare station but 5 of the 13 wells are maintaining 40+% CH4.; 9/10-Gas collection began in 1998, 1 open flare.; 2/19-Only 1 active well is connected to flare."
1002831,1798,Salt River Landfill,AZ,,13602 N. Beeline Highway,Scottsdale,Maricopa,85256,33.508775,-111.778214,No,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),Salt River Pima-Maricopa Indian Community (SRP-MIC),1993,2032,Open,144,138.5,,,"22,996,457","13,993,500",2018,"449,914",2018,Yes,Occasionally but not every year,Yes,3.24,Yes,2.134,2018,48.3,Yes,,2.134,2018,"2010-68 wells, system capacity=6500 acfm.; 2012-Passive vents/flares too.; 7/16-4,000 cfm Perennial open flare (primary) & 1,500 cfm John Zink open flare (standby)."
,2392,Sierra Estrella Landfill,AZ,,22087 North Ralston Road,Maricopa,Maricopa,85239,33.08,-112.1253,No,Private,"Waste Management, Inc.","Waste Management, Inc.",,,Open,,,,,,,,,,Unknown,Not used,No,,No,,,,Unknown,,,,
1006485,20695,South Yuma County Landfill,AZ,,19536 S. Avenue 1 E,Yuma,Yuma,85365,32.5689,-114.61613,No,Private,"CR&R, Inc.",,2001,2050,Open,,19.5,,,"27,163,398","2,960,773",2018,"196,308",2018,Yes,Occasionally but not every year,No,0.515,No,,,,No,,,,
1004240,1772,Southwest Regional Landfill,AZ,Buckeye,24427 S Highway 85,Buckeye,Maricopa,85326,33.34469,-112.62391,No,Public,Buckeye Pollution Control Corp. (BPCC),"Republic Services, Inc.",1997,2124,Open,,101,,,"29,004,965","13,001,581",2018,"810,751",2018,Yes,Occasionally but not every year,No,2.43,Yes,0.359,2018,45.1,Yes,,0.359,2018,"2012-17 wells, system capacity=2000 acfm."
1004121,12141,State Route 85 Landfill,AZ,,28633 W. Patterson Road,Buckeye,Maricopa,85326,33.178917,-112.66485,No,Public,"City of Phoenix, AZ","City of Phoenix, AZ",2006,2100,Open,368,94,,,"29,510,617","11,689,249",2018,"802,909",2018,Yes,Several times per year,No,1.96,Yes,1.304,2018,51.4,Yes,3,1.304,2018,"2012-53 wells, system capacity=2100 acfm.; 5/12-Initial phase of GCCS became operational Sept. 2007.; 4/17-43 horizontal collectors & 5 vertical wells, 3 enclosed Perennial Energy flares (1,500 cfm, 2,100 cfm, 2,000 cfm)."
1006197,179,Allied Imperial Landfill,CA,Republic Imperial Landfill; MALS Properties,104 East Robinson Road,Imperial,Imperial,92251,32.858,-115.526,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1971,2072,Open,162,,,,"13,952,388","4,686,646",2018,"199,631",2018,No,Not used,No,,Yes,0.005,2018,34.6,Yes,,0.005,2018,
1007699,39,Altamont Landfill & Resource Recovery Facility,CA,,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1980,2063,Open,426,237.3,300,175,"131,857,568","62,224,563",2018,"1,862,167",2018,Yes,Several times per year,No,11,Yes,6.96,2018,51.2,Yes,2,,,"9/10-158 wells over 230 acres, system installed in 1988, 2 enclosed flares.; 2012-127 wells, system capacity=13604 acfm."
,40,Alturas SLF,CA,,"Alturas Dump Road
off Westside Road",Alturas,Modoc,96101,41.45861,-120.56556,No,Public,"Modoc County, CA","Modoc County, CA",,2028,Open,27.5,,,,,"33,872",,0,2004,Unknown,Not used,No,,No,,,,No,,,,
1004417,42,American Avenue Landfill,CA,,18950 West American Avenue,Kerman,Fresno,93630,36.66171,-120.1457,No,Public,"Fresno County, CA","Fresno County, CA",1971,2044,Open,367,246,,100,"26,838,800","14,285,248",2018,"604,059",2018,Yes,Several times per year,No,3,Yes,2.813,2018,45.3,Yes,2,2.813,2018,"2010-64 wells, system capacity=1700 acfm."
1007839,45,Anderson Landfill,CA,Anderson Solid Waste Disposal Site,18703 Cambridge Road,Anderson,Shasta,96007,40.45,-122.283334,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1977,2103,Open,165,76.2,,,"16,367,311","4,190,638",2018,"520,244",2018,No,At least once per year,No,1.18,Yes,0.895,2018,48.3,Yes,1,0.895,2018,"2012-36 wells, system capacity=1500 scfm."
1007710,47,Antelope Valley Recycling and Disposal Facility,CA,,1200 W. City Ranch Road,Palmdale,Los Angeles,93551,34.56768,-118.14994,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1958,2031,Open,123,82.7,,147,"23,693,955","9,351,507",2018,"632,347",2018,No,Not used,No,1.61,Yes,1.32,2018,43.6,Yes,1,1.32,2018,"1/03-One flare being designed for 2,200 scfm, but will flare 850 scfm to start in 2003.; 9/10-42 wells over 57 acres, system installed in 2005, 1 enclosed flare.; 2012-44 wells, system capacity=2200 scfm."
,51,Austin Road Landfill,CA,,9999 South Austin Road,Manteca,San Joaquin,95336,37.7795,-121.1767,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1954,2020,Open,355,,35,35,"30,624,000","7,354,000",2002,"1,232,753",2004,Unknown,Not used,No,,Yes,0.5,,50,Yes,,0,,9/18-Had 18 vertical extraction wells with 3 horizontal collectors.
1003328,52,Avenal Regional Landfill,CA,,"201 North Hydril Road
1200 Skyline Boulevard",Avenal,Kings,93204,36.01195,-120.11535,No,Public,"City of Avenal, CA","Waste Connections, Inc.",1976,2108,Open,123.2,56.2,,,"20,803,561","15,600,000",2006,"237,741",2018,Yes,Several times per year,No,1.2,Yes,0.701,2018,45.9,Yes,,0.701,2018,
1000046,55,Badlands SLF,CA,,31125 Ironwood Avenue,Moreno Valley,Riverside,92555,33.95349,-117.11758,No,Public,"Riverside County, CA","Riverside County, CA",1966,2040,Open,141,109.6,,140,"27,562,500","14,495,537",2018,"893,168",2018,No,Not used,No,2.95,Yes,2.179,2018,45.1,Yes,2,2.179,2018,"2012-75 wells, system capacity=1250 acfm."
1002896,58,Bakersfield Metropolitan SLF (BENA),CA,,"2951 Neumarkel Road
17 miles E of Bakersfield, off Hwy 58",Edison,Kern,93220,35.34387,-118.75847,No,Public,"Kern County, CA","Kern County, CA",1992,2045,Open,229,114.5,200,100,"27,204,423","10,362,077",2018,"463,584",2018,Yes,Occasionally but not every year,No,2.14,Yes,1.679,2018,50.2,Yes,1,1.679,2018,"4/09-GCCS installed in 2004, (1) John Zink ZTOF 1,200 cfm flare.; 9/10-35 wells, gas collection began in 2004, 1 enclosed flare.; 2012-47 wells, system capacity=1200 acfm."
1004406,60,Barstow Sanitary Landfill,CA,,32553 Barstow Road,Barstow,San Bernardino,92311,34.83389,-117.02,Yes,Public,"San Bernardino County, CA",BURRTEC,1963,2071,Open,47,43.4,,75,"48,178,434","2,682,424",2018,"71,576",2018,No,Not used,No,0.55,Yes,0.122,2018,,Yes,,0.122,2018,"9/10-55 wells over 47 acres, gas collection began in 2009, 1 GAC unit.; 2012-57 wells, system capacity=500 acfm."
,194,Bass Hill LF,CA,Lassen County LF,"469-700 Johnstonville Dump Road
off Hwy 395",Johnstonville,Lassen,96130,40.35281,-120.55508,No,Public,"Lassen Regional Solid Waste Management Authority, CA","Lassen Regional Solid Waste Management Authority, CA",1974,2032,Open,45,,,,,"351,480",2011,"22,457",2004,Unknown,Not used,No,,No,,,,No,,,,
,65,Benton SLF,CA,,400 Christie Lane,Benton,Mono,93514,37.81825,-118.4686,No,Public,United States Bureau of Land Management,"Mono County, CA",,2027,Open,10,,,,,"100,000",2004,"28,605",2003,Unknown,Not used,No,,No,,,,No,,,,
1006218,70,Billy Wright Landfill,CA,,17173 S. Billy Wright Road,Los Banos,Merced,93635,37.03949,-120.97235,No,Public,"Merced County Regional Waste Management Authority, CA","Merced County Regional Waste Management Authority, CA",1974,2054,Open,,39.8,,,"11,842,027","2,068,181",2018,"216,447",2018,No,Not used,No,0.338,No,,,,No,,,,
,71,Bishop Sunland,CA,,110 Sunland Reservation Road,Bishop,Inyo,93514,37.32961,-118.40007,No,Public,Los Angeles Department of Water & Power (LADWP),Inyo County Integrated Waste Management,1955,2064,Open,69,,,,,"250,000",2004,"12,448",2014,Unknown,Not used,No,,No,,,,No,,,,
,74,Blythe Disposal Site,CA,,1000 Midland Road,Blythe,Riverside,92225,33.70478,-114.62673,No,Public,"Riverside County, CA","Riverside County, CA",1976,2047,Open,78,78,,40,"2,000,000","732,963",2015,"26,040",2004,Unknown,Not used,No,0.072,Yes,0.058,,,No,,0,,
,76,Boron SLF,CA,,11400 Boron Avenue,Boron,Kern,93516,34.99028,-117.6475,No,Public,"Kern County, CA","Kern County, CA",1973,2048,Open,14,14,50,40,"557,000","458,500",2009,"3,000",2009,Unknown,Not used,No,0.072,No,,,,No,,,,
,77,Borrego Landfill,CA,Borrego Springs LF,2449 Palm Canyon Road,Borrego Springs,San Diego,92004,33.248,-116.293,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1973,2046,Open,19,,,,,"107,389",,"5,268",2004,Unknown,Not used,No,,No,,,,No,,,,
1006221,83,Buena Vista Drive SLF,CA,Buena Vista Disposal Site,"1231 Buena Vista Drive
150 Rountree Lane",Watsonville,Santa Cruz,95076,36.91738,-121.81142,Yes,Public,"Santa Cruz County, CA","Santa Cruz County, CA",1981,2032,Open,,60,100,,"6,026,606","4,111,415",2018,"103,041",2018,No,Not used,No,2.27,Yes,1.532,2018,41.5,Yes,,,,"2012-92 wells, system capacity=1200 acfm."
1007600,84,Burbank LF Site No. 3,CA,,2500 N. Bel Aire Drive,Burbank,Los Angeles,91504,34.21018,-118.31192,No,Public,"City of Burbank, CA","City of Burbank, CA",1968,2084,Open,49,48,,,"5,391,225","2,000,000",,"40,722",2004,Unknown,Not used,No,0.548,Yes,0.543,2012,45.4,Yes,,,,"2012-38 wells, system capacity=450 acfm."
1003599,87,Calabasas SLF,CA,,5300 Lost Hills Road,Agoura Hills,Los Angeles,91301,34.14862,-118.70953,No,Public,"Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA",1961,2040,Open,416,315.1,,120,"30,930,000","27,174,083",2018,"368,387",2018,No,Not used,No,9.63,Yes,5.654,2018,28.2,Yes,9,,,"5/04-GCCS consists of 650 vertical extraction wells & >70,000 linear feet of horizontal trenches.; 9/10-504 wells over 416 acres, gas collection began in 1986, 9 enclosed flares.; 2012-673 wells, system capacity=10500 acfm."
,89,Calexico Solid Waste Disposal Site,CA,,"New River & Hwy 98
133 W Hwy 98",Calexico,Imperial,92231,32.6764,-115.54565,No,Public,Imperial Irrigation District,"Imperial County, CA",,2077,Open,40.1,,,,,"500,000",2004,"1,541",2004,Unknown,Not used,No,,No,,,,No,,,,
1010207,90,California Street LF,CA,,2151 Nevada Street,Redlands,San Bernardino,92373,34.08861,-117.221,No,Public,"City of Redlands, CA","City of Redlands, CA",1963,2042,Open,65,,,,"4,495,166","2,884,020",2018,"46,785",2018,Yes,Not used,No,,Yes,0.638,2018,28,Yes,1,0.638,,
,92,Camp Roberts Solid Waste Disposal Site,CA,,Sanitary Fill Road,Camp Roberts (Mil Res),San Luis Obispo,93451,35.77509,-120.7343,No,Public,California National Guard,California National Guard,,2031,Open,150,,,,,"865,443",,,,Unknown,Not used,No,,No,,,,No,,,,
,101,Chester SLF,CA,,"CR-322 Off Hwy 36
East Of Chester",Chester,Plumas,96020,40.32667,-121.13833,No,Public,"Plumas County, CA","Plumas County, CA",,2024,Open,27.8,,,,,"50,000",2004,170,2004,Unknown,Not used,No,,No,,,,No,,,,
,103,Chicago Grade LF,CA,,2290 Homestead Road,Templeton,San Luis Obispo,93465,35.52333,-120.63028,No,Private,"Chicago Grade Landfill, Inc.","Chicago Grade Landfill, Inc.",1970,2039,Open,77.1,,,,,"1,930,448",2016,"105,387",2016,Unknown,Not used,No,,Yes,,,50,Yes,,,,
1002992,105,Chiquita Canyon SLF,CA,,29201 Henry Mayo Drive,Castaic,Los Angeles,91384,34.42806,-118.64661,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1970,2047,Open,271,227,,100,"60,715,392","40,308,159",2018,"1,530,421",2018,No,Not used,No,,Yes,10.817,2018,41.5,Yes,3,4.789,2017,"2012-324 wells, system capacity=8000 acfm."
1011669,107,City of Clovis LF,CA,Clovis LF,15679 Auberry Road,Clovis,Fresno,93619,36.943,-119.685,No,Public,"City of Clovis, CA","City of Clovis, CA",1957,2055,Open,76.6,,,,"5,117,004","1,854,250",2018,"56,921",2018,No,Not used,No,,Yes,0.567,2018,41.3,Yes,1,0.567,2018,
1004868,108,City of Lompoc SLF,CA,Lompoc LF,700 S. Avalon Road,Lompoc,Santa Barbara,93436,34.65271,-120.44256,No,Public,"City of Lompoc, CA","City of Lompoc, CA",1961,2045,Open,45,39,,,"22,079,782","2,286,019",2018,"39,338",2018,No,Not used,No,0.45,Yes,0.296,2018,43.8,Yes,,0.296,2018,
,110,City of Paso Robles LF,CA,,9000 Highway 46 East,Paso Robles,San Luis Obispo,93446,35.663,-120.532,No,Public,"City of Paso Robles, CA","City of Paso Robles, CA",1970,2051,Open,65,,,,,"870,000",,"49,647",2004,Unknown,Not used,No,,Yes,,,50,Yes,,,,
1000339,271,City of Santa Cruz SLF,CA,,605 Dimeo Lane,Santa Cruz,Santa Cruz,95060,36.97602,-122.10608,Yes,Public,"City of Santa Cruz, CA","City of Santa Cruz, CA",1960,2061,Open,67,43.3,,,"6,290,595","3,024,722",2009,"55,880",2009,Unknown,Not used,No,0.854,Yes,0.801,2012,44.7,Yes,,,,"2012-48 wells, system capacity=840 acfm."
1006557,11160,Clover Flat Landfill,CA,,4380 Silverado Trail,Calistoga,Napa,94515,38.5848,-122.534,Yes,Private,Clover Flat Resource Recovery Park,,2001,2053,Open,44,36.2,,,"2,886,830",,,,,Unknown,Not used,No,0.461,Yes,0.387,2012,46.6,Yes,,,,"2010-27 wells, system capacity=500 acfm."
1006322,122,Cold Canyon LF Solid Waste Disposal Site,CA,,2268 Carpenter Canyon Road,San Luis Obispo,San Luis Obispo,93401,35.1873,-120.59579,Yes,Private,Corral de Piedra Land Company,"Waste Connections, Inc.",1965,2040,Open,88,88,,,"19,123,273","6,317,091",2018,"155,829",2018,Yes,Several times per year,No,1.62,Yes,1.504,2018,52.9,Yes,1,,,"5/08-41 vertical wells and 30,000 feet of piping.; 2012-67 wells, system capacity=1100 acfm."
1007794,12146,CWMI - KHF (MSW Landfill B-19),CA,,35251 Old Skyline Road,Kettleman City,Kings,93239,36.1003959,-120.0202964,No,Private,"Waste Management, Inc.",,1998,2092,Open,,43.4,,,"18,734,615","4,270,993",2018,"171,562",2018,No,Not used,Yes,,Yes,0.91,2018,38.6,Yes,1,0.91,2018,"2012-32 wells, system capacity=2000 acfm."
,139,Desert Center LF,CA,Eagle Mountain LF,17991 Kaiser Road,Desert Center,Riverside,92239,33.77754,-115.40867,No,Public,"Riverside County, CA","Riverside County, CA",,2087,Open,7,,,,,"23,000",,43,2004,Unknown,Not used,No,,Yes,,,50,Yes,,,,
1011676,143,Eastlake SLF,CA,,16015 Davis Avenue,Clearlake,Lake,95422,38.95333,-122.60083,Yes,Public,"Lake County, CA","Lake County, CA",1972,2030,Open,31,,,,,"2,397,065",2018,"149,510",2018,No,Not used,No,,Yes,0.542,2018,47,Yes,,0.542,2018,
,145,Edwards Air Force Base-Main Base LF,CA,,,Edwards Air Force Base,Kern,93523,34.95605,-117.95627,Yes,Public,United States Air Force,United States Air Force,,2021,Open,64,,,,,"300,000",2004,"8,928",2004,Unknown,Not used,No,,No,,,,No,,,,
1007693,147,El Sobrante SLF,CA,,10910 Dawson Canyon Road,Corona,Riverside,92883-5020,33.79923,-117.46786,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1986,2061,Open,,201.4,60,,"212,240,372","47,742,989",2018,"3,491,193",2018,No,Not used,No,10.1,Yes,4.902,2018,40.2,Yes,2,4.902,2018,"1/03-New 5,500 scfm flare is in design phase, should go online by end of 2003.; 2012-166 wells, system capacity=7300 acfm.; 3/17-Ultra-low NOx flare."
1003202,150,Fairmead Solid Waste Disposal Site,CA,,21739 Road 19,Chowchilla,Madera,93610,37.06468,-120.1991,No,Public,"Madera County, CA",Redrock Environmental Group,1971,2048,Open,121.2,85,,75,"15,926,354","4,584,561",2018,"216,421",2018,Yes,Occasionally but not every year,No,,Yes,1.58,2018,39.1,Yes,2,1.58,2018,"2010-38 wells, system capacity=1000 acfm."
1003814,151,Fink Road LF,CA,,4000 Fink Road,Crows Landing,Stanislaus,95313,37.38816,-121.13633,No,Public,"Stanislaus County, CA","Stanislaus County, CA",1973,2028,Open,375,71,80,,"9,519,129","4,011,163",2018,"233,244",2018,No,Not used,No,1.56,Yes,0.924,2018,37.8,Yes,1,0.924,2018,"4/05-Flare operates every 48 hours, wells are located in old closed cells, addl wells to be installed in the next year to increase gas flow.; 9/10-GCCS covers 18.3 acres, began in 2002, 1 enclosed flare.; 2010-28 wells, system capacity=1100 acfm."
1007198,153,"Foothill Sanitary Landfill, Inc.",CA,San Joaquin,6484 North Waverly Road,Linden,San Joaquin,95236,38.0371,-120.94489,No,Public,"San Joaquin County, CA","Foothill Sanitary Landfill, Inc.",1965,2092,Open,750,124,,,"92,061,782","5,599,948",2018,"288,415",2018,Yes,Several times per year,No,4.96,Yes,2.16,2012,50.8,Yes,,,,"2010-13 wells, system capacity=2000 acfm."
,259,Fort Irwin Sanitary Landfill,CA,,Reserve Component Training Center,Fort Irwin (Mil Res),San Bernardino,92310,35.26589,-116.66233,No,Public,United States Army,United States Army,,2405,Open,422,,,,,"7,577,621",,"6,809",2004,Unknown,Not used,No,,No,,,,No,,,,
1004010,11120,Forward Landfill,CA,Forward Inc. Landfill,9999 S. Austin Road,Manteca,San Joaquin,95336,37.874624,-121.1833,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1973,2042,Open,,288,,,"32,882,079","27,029,334",2018,"985,263",2018,Yes,Occasionally but not every year,No,,Yes,5.257,2018,48.7,Yes,2,4.094,2017,"2012-278 wells, system capacity=5000 acfm, passive vents/flares too."
1002107,62,Frank R. Bowerman SLF,CA,Bee Canyon SLF,11002 Bee Canyon Access Road,Irvine,Orange,92602,33.72053,-117.70947,No,Public,"County of Orange - OC Waste & Recycling, CA","County of Orange - OC Waste & Recycling, CA",1990,2053,Open,534,259.6,400,250,"112,816,902","54,928,377",2018,"2,613,246",2018,No,Not used,No,,Yes,15.12,2018,50,Yes,5,4.37,2018,"10/02-Currently flaring (4 flares @ 1500 cfm each), in the process of designing a new 4500 cfm flare.; 2012-141 wells, system capacity=11000 acfm.; 4/16-GCCS started in 1998."
,160,Glenn County LF Site,CA,,5700 County Road 33,Artois,Glenn,95913,39.634,-122.285,No,Public,"Glenn County, CA","Glenn County, CA",,2021,Open,52,,,,,"540,000",,"23,315",2004,Unknown,Not used,No,,No,,,,No,,,,
1007837,164,Guadalupe Rubbish Disposal Facility,CA,Guadalupe Disposal Site; Guadalupe Sanitary Landfill,15999 Guadalupe Mines Road,San Jose,Santa Clara,95120,37.21139,-121.90139,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1929,2047,Open,115,92,100,,"28,243,689","10,012,567",2018,"272,631",2018,No,Not used,No,4.55,Yes,3.509,2018,43,Yes,2,3.509,2018,"2012-68 wells, system capacity=3425 acfm."
1006216,172,Highway 59 Landfill,CA,,"7040 N. Hwy 59
6 miles N. of Merced",Merced,Merced,95348,37.39389,-120.49778,No,Public,"Merced County Regional Waste Management Authority, CA","Merced County Regional Waste Management Authority, CA",1973,2055,Open,255,148,,,"26,160,242","7,177,170",2018,"320,210",2018,No,Not used,No,1.66,Yes,1.142,2018,42.9,Yes,,1.142,2018,"2012-59 wells, system capacity=2100 acfm."
,177,Hot Spa Cut & Fill Site,CA,,10466 Spa Road,Niland,Imperial,92257,33.41528,-115.67611,No,Public,"Imperial County, CA","Imperial County, CA",1954,2027,Open,40,,,,,"50,000",2004,335,2004,Unknown,Not used,No,,No,,,,No,,,,
